SAMPLE	PLATE	COLUMN	ROW	GROUP	CODE	ANCESTRY	SEX	FAMILY_ID	RELATIONSHIP	FLOWCELLS	OUTPUT	READ_N50	NOTES	HAS_SR	base_sample_id	T2T_cram	T2T_crai	T2T_mean_cov	T2T_median_cov	T2T_xy_ratio	T2T_avg_read_identity	T2T_median_read_identity	T2T_N50	T2T_readmass	base_sample_id	GRCh38_cram	GRCh38_crai	GRCh38_mean_cov	GRCh38_median_cov	GRCh38_xy_ratio	GRCh38_avg_read_identity	GRCh38_median_read_identity	GRCh38_N50	GRCh38_readmass
HG00273	P05	6	G	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAK14858	31,7	27.387		X	HG00273	/groups/bi-marvl/samples/alignments/T2T/HG00273/alignments/HG00273.cram	/groups/bi-marvl/samples/alignments/T2T/HG00273/alignments/HG00273.cram.crai	9.69	10	0	94.1	96.9	26796	32065233921	HG00273	/groups/bi-marvl/samples/alignments/GRCh38/HG00273/alignments/HG00273.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00273/alignments/HG00273.cram.crai	9.77	9	0	93.1	96.7	26625	32334423254
HG00274	P05	6	H	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK26640	82,6	14.812		X	HG00274	/groups/bi-marvl/samples/alignments/T2T/HG00274/alignments/HG00274.cram	/groups/bi-marvl/samples/alignments/T2T/HG00274/alignments/HG00274.cram.crai	25.53	26	44	94.2	96.9	14447	84344714063	HG00274	/groups/bi-marvl/samples/alignments/GRCh38/HG00274/alignments/HG00274.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00274/alignments/HG00274.cram.crai	25.79	26	12	93.7	96.8	14386	84781692580
HG00278	P01	1	F	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI53528 PAI55675	86,3	14.893		X	HG00278	/groups/bi-marvl/samples/alignments/T2T/HG00278/alignments/HG00278.cram	/groups/bi-marvl/samples/alignments/T2T/HG00278/alignments/HG00278.cram.crai	26.54	27	1	92.8	95.7	14891	86368048490	HG00278	/groups/bi-marvl/samples/alignments/GRCh38/HG00278/alignments/HG00278.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00278/alignments/HG00278.cram.crai	26.81	27	1	92.2	95.5	14818	86773159469
HG00282	P05	7	A	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK09052	57,9	43.47		X	HG00282	/groups/bi-marvl/samples/alignments/T2T/HG00282/alignments/HG00282.cram	/groups/bi-marvl/samples/alignments/T2T/HG00282/alignments/HG00282.cram.crai	18.07	18	46	92.5	95.9	43037	59093182211	HG00282	/groups/bi-marvl/samples/alignments/GRCh38/HG00282/alignments/HG00282.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00282/alignments/HG00282.cram.crai	18.24	18	11	91.7	95.6	42854	59466048573
HG00284	P05	7	B	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI07471 PAM56360	44,5	26.742		X	HG00284	/groups/bi-marvl/samples/alignments/T2T/HG00284/alignments/HG00284.cram	/groups/bi-marvl/samples/alignments/T2T/HG00284/alignments/HG00284.cram.crai	13.7	14	1	92.2	95.5	26472	44923961180	HG00284	/groups/bi-marvl/samples/alignments/GRCh38/HG00284/alignments/HG00284.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00284/alignments/HG00284.cram.crai	13.83	13	1	91.3	95.3	26386	45135195944
HG00311	P05	7	D	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI07334 PAK12840	98,7	44.86		X	HG00311	/groups/bi-marvl/samples/alignments/T2T/HG00311/alignments/HG00311.cram	/groups/bi-marvl/samples/alignments/T2T/HG00311/alignments/HG00311.cram.crai	30.61	31	1	92.4	95.6	44223	99795235111	HG00311	/groups/bi-marvl/samples/alignments/GRCh38/HG00311/alignments/HG00311.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00311/alignments/HG00311.cram.crai	30.9	31	1	91.1	95.2	43773	1.01E+11
HG00312	P05	7	E	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI07423	42,5	34.986			HG00312	/groups/bi-marvl/samples/alignments/T2T/HG00312/alignments/HG00312.cram	/groups/bi-marvl/samples/alignments/T2T/HG00312/alignments/HG00312.cram.crai	13.26	13	1	90.5	93.8	34613	43575555654	HG00312	/groups/bi-marvl/samples/alignments/GRCh38/HG00312/alignments/HG00312.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00312/alignments/HG00312.cram.crai	13.4	13	1	89.7	93.5	34477	43804517130
HG00313	P05	7	F	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI07300	43,8	40.656		X	HG00313	/groups/bi-marvl/samples/alignments/T2T/HG00313/alignments/HG00313.cram	/groups/bi-marvl/samples/alignments/T2T/HG00313/alignments/HG00313.cram.crai	13.65	13	46	91.9	95.6	40244	45069072693	HG00313	/groups/bi-marvl/samples/alignments/GRCh38/HG00313/alignments/HG00313.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00313/alignments/HG00313.cram.crai	13.8	13	12	91	95.3	40031	45391290348
HG00315	P05	7	G	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK09085	48,0	46.534		X	HG00315	/groups/bi-marvl/samples/alignments/T2T/HG00315/alignments/HG00315.cram	/groups/bi-marvl/samples/alignments/T2T/HG00315/alignments/HG00315.cram.crai	14.87	15	45	91.8	95.5	46051	49276688323	HG00315	/groups/bi-marvl/samples/alignments/GRCh38/HG00315/alignments/HG00315.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00315/alignments/HG00315.cram.crai	15.08	15	12	90.9	95.3	45811	49645021988
HG00321	P05	7	H	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI98885 PAK13264	58,2	34.609		X	HG00321	/groups/bi-marvl/samples/alignments/T2T/HG00321/alignments/HG00321.cram	/groups/bi-marvl/samples/alignments/T2T/HG00321/alignments/HG00321.cram.crai	17.83	18	1	92.5	95.9	34126	59002312921	HG00321	/groups/bi-marvl/samples/alignments/GRCh38/HG00321/alignments/HG00321.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00321/alignments/HG00321.cram.crai	18.03	18	0	91.4	95.6	33846	59576239326
HG00323	P05	8	A	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK01267	69,2	31.95		X	HG00323	/groups/bi-marvl/samples/alignments/T2T/HG00323/alignments/HG00323.cram	/groups/bi-marvl/samples/alignments/T2T/HG00323/alignments/HG00323.cram.crai	21.58	22	46	93.7	96.6	31564	70205977786	HG00323	/groups/bi-marvl/samples/alignments/GRCh38/HG00323/alignments/HG00323.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00323/alignments/HG00323.cram.crai	21.77	22	12	92.6	96.4	31433	70678109962
HG00324	P05	8	B	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI98764	49,6	31.47		X	HG00324	/groups/bi-marvl/samples/alignments/T2T/HG00324/alignments/HG00324.cram	/groups/bi-marvl/samples/alignments/T2T/HG00324/alignments/HG00324.cram.crai	15.24	15	44	92.8	96.2	31096	50335713082	HG00324	/groups/bi-marvl/samples/alignments/GRCh38/HG00324/alignments/HG00324.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00324/alignments/HG00324.cram.crai	15.38	15	12	91.7	96	30958	50655782588
HG00325	P05	8	C	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAK01269	56,3	41.629		X	HG00325	/groups/bi-marvl/samples/alignments/T2T/HG00325/alignments/HG00325.cram	/groups/bi-marvl/samples/alignments/T2T/HG00325/alignments/HG00325.cram.crai	17.52	18	0	93.1	96.4	41307	57599242707	HG00325	/groups/bi-marvl/samples/alignments/GRCh38/HG00325/alignments/HG00325.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00325/alignments/HG00325.cram.crai	17.81	18	0	91.9	96.1	40889	58388580460
HG00334	P05	8	D	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI98760 PAI98848	60,7	50.675		X	HG00334	/groups/bi-marvl/samples/alignments/T2T/HG00334/alignments/HG00334.cram	/groups/bi-marvl/samples/alignments/T2T/HG00334/alignments/HG00334.cram.crai	19.07	19	44	92.9	95.8	49970	62101043010	HG00334	/groups/bi-marvl/samples/alignments/GRCh38/HG00334/alignments/HG00334.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00334/alignments/HG00334.cram.crai	19.22	19	11	91.7	95.5	49713	62470905293
HG00335	P05	8	E	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI07470	36,5	39.096		X	HG00335	/groups/bi-marvl/samples/alignments/T2T/HG00335/alignments/HG00335.cram	/groups/bi-marvl/samples/alignments/T2T/HG00335/alignments/HG00335.cram.crai	11.23	11	1	92.1	95.4	38709	36661628751	HG00335	/groups/bi-marvl/samples/alignments/GRCh38/HG00335/alignments/HG00335.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00335/alignments/HG00335.cram.crai	11.33	11	1	90.7	95	38429	36956520827
HG00336	P05	8	F	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI07298	52,8	54.01		X	HG00336	/groups/bi-marvl/samples/alignments/T2T/HG00336/alignments/HG00336.cram	/groups/bi-marvl/samples/alignments/T2T/HG00336/alignments/HG00336.cram.crai	16.38	16	1	90.5	93.4	53345	53021270590	HG00336	/groups/bi-marvl/samples/alignments/GRCh38/HG00336/alignments/HG00336.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00336/alignments/HG00336.cram.crai	16.54	16	1	89.1	92.9	52935	53471472638
HG00338	P05	8	G	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAK09031	51,2	35.054		X	HG00338	/groups/bi-marvl/samples/alignments/T2T/HG00338/alignments/HG00338.cram	/groups/bi-marvl/samples/alignments/T2T/HG00338/alignments/HG00338.cram.crai	15.92	16	1	91.3	94.7	34638	52460410992	HG00338	/groups/bi-marvl/samples/alignments/GRCh38/HG00338/alignments/HG00338.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00338/alignments/HG00338.cram.crai	16.09	16	1	90.4	94.4	34455	52837695001
HG00342	P01	1	G	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAI51197	87,6	13.167		X	HG00342	/groups/bi-marvl/samples/alignments/T2T/HG00342/alignments/HG00342.cram	/groups/bi-marvl/samples/alignments/T2T/HG00342/alignments/HG00342.cram.crai	27	27	1	94.1	96.5	13132	88403264598	HG00342	/groups/bi-marvl/samples/alignments/GRCh38/HG00342/alignments/HG00342.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00342/alignments/HG00342.cram.crai	27.46	27	1	93.4	96.3	13036	89380803171
HG00346	P05	8	H	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI06582 PAM56285	56,0	31.392		X	HG00346	/groups/bi-marvl/samples/alignments/T2T/HG00346/alignments/HG00346.cram	/groups/bi-marvl/samples/alignments/T2T/HG00346/alignments/HG00346.cram.crai	17.14	17	45	92.7	95.6	31070	56128349366	HG00346	/groups/bi-marvl/samples/alignments/GRCh38/HG00346/alignments/HG00346.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00346/alignments/HG00346.cram.crai	17.31	17	11	91.8	95.4	30916	56493226703
HG00349	P05	9	A	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK13493	69,0	15.567		X	HG00349	/groups/bi-marvl/samples/alignments/T2T/HG00349/alignments/HG00349.cram	/groups/bi-marvl/samples/alignments/T2T/HG00349/alignments/HG00349.cram.crai	21.17	21	43	92.8	95.7	14936	70878372515	HG00349	/groups/bi-marvl/samples/alignments/GRCh38/HG00349/alignments/HG00349.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00349/alignments/HG00349.cram.crai	21.37	21	13	92.1	95.5	14875	71144868217
HG00357	P05	9	B	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK13437	96,1	22.701		X	HG00357	/groups/bi-marvl/samples/alignments/T2T/HG00357/alignments/HG00357.cram	/groups/bi-marvl/samples/alignments/T2T/HG00357/alignments/HG00357.cram.crai	29.6	30	46	93.5	96.2	22068	97876069446	HG00357	/groups/bi-marvl/samples/alignments/GRCh38/HG00357/alignments/HG00357.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00357/alignments/HG00357.cram.crai	29.97	30	12	92.9	96.1	21954	98584968698
HG00360	P05	9	C	FIN	FIN	Finnish in Finland [FIN]	Male		proband	PAK13460	83,9	10.106		X	HG00360	/groups/bi-marvl/samples/alignments/T2T/HG00360/alignments/HG00360.cram	/groups/bi-marvl/samples/alignments/T2T/HG00360/alignments/HG00360.cram.crai	25.75	26	1	93.9	96.4	9606	86414284177	HG00360	/groups/bi-marvl/samples/alignments/GRCh38/HG00360/alignments/HG00360.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00360/alignments/HG00360.cram.crai	26.02	26	1	93.4	96.2	9532	86838764633
HG00361	P05	9	D	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK13433	65,3	24.9		X	HG00361	/groups/bi-marvl/samples/alignments/T2T/HG00361/alignments/HG00361.cram	/groups/bi-marvl/samples/alignments/T2T/HG00361/alignments/HG00361.cram.crai	19.91	20	38	93.2	96.1	24267	66341019790	HG00361	/groups/bi-marvl/samples/alignments/GRCh38/HG00361/alignments/HG00361.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00361/alignments/HG00361.cram.crai	20.43	20	8	92.5	95.9	23924	67506796120
HG00365	P05	9	E	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK13010 PAK13322	59,8	12.046		X	HG00365	/groups/bi-marvl/samples/alignments/T2T/HG00365/alignments/HG00365.cram	/groups/bi-marvl/samples/alignments/T2T/HG00365/alignments/HG00365.cram.crai	18.46	18	44	94.1	96.6	11516	61705294048	HG00365	/groups/bi-marvl/samples/alignments/GRCh38/HG00365/alignments/HG00365.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00365/alignments/HG00365.cram.crai	18.65	18	12	93.6	96.4	11456	61959545911
HG00367	P05	9	F	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK12868	80,6	20.185		X	HG00367	/groups/bi-marvl/samples/alignments/T2T/HG00367/alignments/HG00367.cram	/groups/bi-marvl/samples/alignments/T2T/HG00367/alignments/HG00367.cram.crai	24.65	25	44	92.1	95.1	19641	81207743480	HG00367	/groups/bi-marvl/samples/alignments/GRCh38/HG00367/alignments/HG00367.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00367/alignments/HG00367.cram.crai	24.86	25	12	91.5	94.9	19601	81558619564
HG00368	P05	9	G	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAM61463	102,1	13.233		X	HG00368	/groups/bi-marvl/samples/alignments/T2T/HG00368/alignments/HG00368.cram	/groups/bi-marvl/samples/alignments/T2T/HG00368/alignments/HG00368.cram.crai	31.02	31	43	90.2	92.7	12842	1.03E+11	HG00368	/groups/bi-marvl/samples/alignments/GRCh38/HG00368/alignments/HG00368.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00368/alignments/HG00368.cram.crai	31.37	31	12	89.7	92.4	12785	1.04E+11
HG00377	P01	1	H	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI07482 PAI52114 PAI73163 PAI76731 PAK06893	338,9	22.071			HG00377	/groups/bi-marvl/samples/alignments/T2T/HG00377/alignments/HG00377.cram	/groups/bi-marvl/samples/alignments/T2T/HG00377/alignments/HG00377.cram.crai	105.34	107	40	93.1	96	21904	3.43E+11	HG00377	/groups/bi-marvl/samples/alignments/GRCh38/HG00377/alignments/HG00377.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00377/alignments/HG00377.cram.crai	106.37	107	12	92.4	95.8	21877	3.44E+11
HG00378	P05	9	H	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAK12995	90,0	13.6		X	HG00378	/groups/bi-marvl/samples/alignments/T2T/HG00378/alignments/HG00378.cram	/groups/bi-marvl/samples/alignments/T2T/HG00378/alignments/HG00378.cram.crai	26.95	27	42	91	93.8	13220	90094299515	HG00378	/groups/bi-marvl/samples/alignments/GRCh38/HG00378/alignments/HG00378.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00378/alignments/HG00378.cram.crai	27.21	27	13	90.5	93.6	13173	90407397350
HG00381	P05	10	A	FIN	FIN	Finnish in Finland [FIN]	Female		proband	PAI96763 PAM56410	107,0	26.6		X	HG00381	/groups/bi-marvl/samples/alignments/T2T/HG00381/alignments/HG00381.cram	/groups/bi-marvl/samples/alignments/T2T/HG00381/alignments/HG00381.cram.crai	32.98	33	45	93.1	96	26331	1.08E+11	HG00381	/groups/bi-marvl/samples/alignments/GRCh38/HG00381/alignments/HG00381.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00381/alignments/HG00381.cram.crai	33.31	33	11	92.2	95.8	26252	1.08E+11
HG00404	P02	1	A	CHS	CHS	Han Chinese South [CHS]	Female	SH001	mother	PAI05602	72,5	16.238		X	HG00404	/groups/bi-marvl/samples/alignments/T2T/HG00404/alignments/HG00404.cram	/groups/bi-marvl/samples/alignments/T2T/HG00404/alignments/HG00404.cram.crai	22.5	23	47	93.9	96.3	16227	72830892580	HG00404	/groups/bi-marvl/samples/alignments/GRCh38/HG00404/alignments/HG00404.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00404/alignments/HG00404.cram.crai	22.7	22	12	93.3	96.2	16178	73174792391
HG00407	P02	1	B	CHS	CHS	Han Chinese South [CHS]	Female	SH002	mother	PAK07930	52,0	24.233		X	HG00407	/groups/bi-marvl/samples/alignments/T2T/HG00407/alignments/HG00407.cram	/groups/bi-marvl/samples/alignments/T2T/HG00407/alignments/HG00407.cram.crai	16.25	16	46	93.2	96	24164	52376220989	HG00407	/groups/bi-marvl/samples/alignments/GRCh38/HG00407/alignments/HG00407.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00407/alignments/HG00407.cram.crai	16.42	16	12	92.4	95.8	24128	52589898629
HG00409	P02	1	C	CHS	CHS	Han Chinese South [CHS]	Male		proband	PAK07885	46,5	21.073		X	HG00409	/groups/bi-marvl/samples/alignments/T2T/HG00409/alignments/HG00409.cram	/groups/bi-marvl/samples/alignments/T2T/HG00409/alignments/HG00409.cram.crai	14.49	15	1	92.3	95	21095	47095900232	HG00409	/groups/bi-marvl/samples/alignments/GRCh38/HG00409/alignments/HG00409.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00409/alignments/HG00409.cram.crai	14.63	14	1	91.6	94.8	20985	47418974499
HG00418	P02	1	D	CHS	CHS	Han Chinese South [CHS]	Male	SH006	father	PAK07964	55,7	34.011		X	HG00418	/groups/bi-marvl/samples/alignments/T2T/HG00418/alignments/HG00418.cram	/groups/bi-marvl/samples/alignments/T2T/HG00418/alignments/HG00418.cram.crai	17.46	18	1	93.6	96.1	33513	56691402508	HG00418	/groups/bi-marvl/samples/alignments/GRCh38/HG00418/alignments/HG00418.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00418/alignments/HG00418.cram.crai	17.61	17	1	92.9	96	33326	57070917297
HG00419	P02	1	E	CHS	CHS	Han Chinese South [CHS]	Female	SH006	mother	PAK06707	54,7	24.566		X	HG00419	/groups/bi-marvl/samples/alignments/T2T/HG00419/alignments/HG00419.cram	/groups/bi-marvl/samples/alignments/T2T/HG00419/alignments/HG00419.cram.crai	17.1	17	38	92.2	95.5	23839	58014275511	HG00419	/groups/bi-marvl/samples/alignments/GRCh38/HG00419/alignments/HG00419.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00419/alignments/HG00419.cram.crai	17.27	17	12	91.3	95.3	23750	58284466894
HG00420	P02	1	F	CHS	CHS	Han Chinese South [CHS]	Male	SH006	child	PAI98884	44,8	17.788		X	HG00420	/groups/bi-marvl/samples/alignments/T2T/HG00420/alignments/HG00420.cram	/groups/bi-marvl/samples/alignments/T2T/HG00420/alignments/HG00420.cram.crai	13.37	13	2	90.3	93.3	17970	43520954627	HG00420	/groups/bi-marvl/samples/alignments/GRCh38/HG00420/alignments/HG00420.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00420/alignments/HG00420.cram.crai	13.5	13	1	89.7	93	17916	43719896754
HG00427	P02	1	G	CHS	CHS	Han Chinese South [CHS]	Male	SH009	father	PAK06684	44,5	17.255		X	HG00427	/groups/bi-marvl/samples/alignments/T2T/HG00427/alignments/HG00427.cram	/groups/bi-marvl/samples/alignments/T2T/HG00427/alignments/HG00427.cram.crai	13.74	14	1	93.7	96.2	17070	45036651212	HG00427	/groups/bi-marvl/samples/alignments/GRCh38/HG00427/alignments/HG00427.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00427/alignments/HG00427.cram.crai	13.86	14	1	93.1	96.1	16993	45284036307
HG00436	P02	1	H	CHS	CHS	Han Chinese South [CHS]	Male	SH012	father	PAH92081	98,0	22.2		X	HG00436	/groups/bi-marvl/samples/alignments/T2T/HG00436/alignments/HG00436.cram	/groups/bi-marvl/samples/alignments/T2T/HG00436/alignments/HG00436.cram.crai	30.32	31	0	90.4	93.9	21716	1.03E+11	HG00436	/groups/bi-marvl/samples/alignments/GRCh38/HG00436/alignments/HG00436.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00436/alignments/HG00436.cram.crai	30.6	30	0	89.7	93.5	21677	1.03E+11
HG00442	P02	2	A	CHS	CHS	Han Chinese South [CHS]	Male	SH014	father	PAI09073	70,6	11.078		X	HG00442	/groups/bi-marvl/samples/alignments/T2T/HG00442/alignments/HG00442.cram	/groups/bi-marvl/samples/alignments/T2T/HG00442/alignments/HG00442.cram.crai	21.65	22	1	93.6	96.1	10952	71302140266	HG00442	/groups/bi-marvl/samples/alignments/GRCh38/HG00442/alignments/HG00442.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00442/alignments/HG00442.cram.crai	21.84	22	1	93.1	96	10893	71563363874
HG00443	P01	2	A	CHS	CHS	Han Chinese South [CHS]	Female	SH014	mother	PAI57203 PAK08275	89,7	20.283		X	HG00443	/groups/bi-marvl/samples/alignments/T2T/HG00443/alignments/HG00443.cram	/groups/bi-marvl/samples/alignments/T2T/HG00443/alignments/HG00443.cram.crai	27.87	28	44	93.6	96.3	20181	90759646285	HG00443	/groups/bi-marvl/samples/alignments/GRCh38/HG00443/alignments/HG00443.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00443/alignments/HG00443.cram.crai	28.16	28	13	92.9	96.2	20141	91070455738
HG00446	P02	2	B	CHS	CHS	Han Chinese South [CHS]	Female	SH015	mother	PAH92211	69,2	30.49		X	HG00446	/groups/bi-marvl/samples/alignments/T2T/HG00446/alignments/HG00446.cram	/groups/bi-marvl/samples/alignments/T2T/HG00446/alignments/HG00446.cram.crai	21.56	22	42	92.3	95.5	30130	70200937507	HG00446	/groups/bi-marvl/samples/alignments/GRCh38/HG00446/alignments/HG00446.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00446/alignments/HG00446.cram.crai	21.72	22	12	91.7	95.3	30069	70512475894
HG00449	P02	2	C	CHS	CHS	Han Chinese South [CHS]	Female	SH016	mother	PAI09008	57,2	32.96		X	HG00449	/groups/bi-marvl/samples/alignments/T2T/HG00449/alignments/HG00449.cram	/groups/bi-marvl/samples/alignments/T2T/HG00449/alignments/HG00449.cram.crai	17.8	18	45	92.8	96	32825	57392377857	HG00449	/groups/bi-marvl/samples/alignments/GRCh38/HG00449/alignments/HG00449.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00449/alignments/HG00449.cram.crai	17.96	18	13	92	95.8	32719	57706118694
HG00452	P02	2	D	CHS	CHS	Han Chinese South [CHS]	Female	SH017	mother	PAI09058	51,7	44.726		X	HG00452	/groups/bi-marvl/samples/alignments/T2T/HG00452/alignments/HG00452.cram	/groups/bi-marvl/samples/alignments/T2T/HG00452/alignments/HG00452.cram.crai	16.09	16	40	92	95.3	44428	52441403640	HG00452	/groups/bi-marvl/samples/alignments/GRCh38/HG00452/alignments/HG00452.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00452/alignments/HG00452.cram.crai	16.22	16	12	91.2	95.1	44287	52686335190
HG00464	P01	2	B	CHS	CHS	Han Chinese South [CHS]	Female	SH021	mother	PAI76028 PAK06737 PAK13466	99,3	20.898		X	HG00464	/groups/bi-marvl/samples/alignments/T2T/HG00464/alignments/HG00464.cram	/groups/bi-marvl/samples/alignments/T2T/HG00464/alignments/HG00464.cram.crai	30.91	31	41	91.8	95.2	20525	1.03E+11	HG00464	/groups/bi-marvl/samples/alignments/GRCh38/HG00464/alignments/HG00464.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG00464/alignments/HG00464.cram.crai	31.15	31	13	91.2	95	20475	1.03E+11
